Category ID,Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Quantity outcome 2,Reference/link to data,Accessed on
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Georgia - 2015,Etiology: Salmonella enterica; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-08-01,2015-08-01,2,7,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2016,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2016-02-01,2016-02-01,2,76,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - North Carolina - 2016,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2016-01-01,2016-01-01,2,89,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - North Carolina - 2016,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2016-01-01,2016-01-01,2,41,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Mississippi - 2016,Etiology: Norovirus Genogroup II; Norovirus Genogroup II; Norovirus Genogroup II; Setting: Hospital; Source: NA,2016-01-01,2016-01-01,2,63,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2016,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2016-04-01,2016-04-01,2,8,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2016,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2016-04-01,2016-04-01,2,56,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Oregon - 2016,Etiology: Norovirus Genogroup II; Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2016-04-01,2016-04-01,2,39,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Hawaii - 2016,"Etiology: Hepatitis A; Setting: Restaurant - Sit-down dining; Source: Mollusks-scallops, raw-scallops",2016-06-01,2016-06-01,2,281,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - New York - 2014,Etiology: Legionella pneumophila; Setting: Long term care facility; Source: Undetermined water-Other,2014-10-01,2014-10-01,2,3,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - New York - 2014,Etiology: Legionella pneumophila; Legionella pneumophila; Setting: Hospital/Health Care; Source: Undetermined water-Cooling Tower,2014-08-01,2014-08-01,2,7,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Washington - 2016,Etiology: Legionella pneumophila; Setting: Hospital/Health Care; Source: Drinking water-Community,2016-07-01,2016-07-01,2,5,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Animal Contact - Multistate - 2016,"Etiology: Salmonella enterica; Setting: NA; Source: Other poultry-Poultry, other",2016-02-01,2016-02-01,2,220,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Pennsylvania - 2016,Etiology: Legionella pneumophila; Setting: Community/Municipality; Source: Undetermined water-Cooling Tower; Fountain - Unknown Intent,2016-08-01,2016-08-01,2,7,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2017,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2017-01-01,2017-01-01,2,51,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Alabama - 2014,Etiology: Legionella pneumophila; Legionella pneumophila; Setting: Hospital/Health Care; Source: Drinking water-Community,2014-03-01,2014-03-01,2,9,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Oregon - 2017,Etiology: Rotavirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2017-01-01,2017-01-01,2,26,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Ohio - 2016,Etiology: Legionella pneumophila; Setting: Apartment/Condo; Source: Drinking water-Community,2016-03-01,2016-03-01,2,5,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Washington - 2016,"Etiology: Clostridium botulinum; Setting: Private home/residence; Source: Multiple-home-canned vegetable, unspecified-NA",2016-02-01,2016-02-01,2,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Virginia - 2010,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2010-01-01,2010-01-01,2,84,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Virginia - 2015,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-01-01,2015-01-01,2,143,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Virginia - 2012,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2012-02-01,2012-02-01,2,16,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Virginia - 2013,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-03-01,2013-03-01,2,84,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Indiana - 2017,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2017-01-01,2017-01-01,2,26,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Illinois - 2016,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2016-11-01,2016-11-01,2,64,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Maryland - 2016,Etiology: Pseudomonas aeruginosa; Setting: Hospital/Health Care; Source: Drinking water-Community,2016-03-01,2016-03-01,2,8,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2016,"Etiology: Escherichia coli, Shiga toxin-producing; Setting: Unknown; Source: NA-NA-NA",2016-09-01,2016-09-01,2,20,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Maine - 2016,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2016-02-01,2016-02-01,2,7,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2016,"Etiology: Listeria monocytogenes; Setting: Unknown; Source: Dairy-artisinal soft cheese, unpasteurized-NA",2016-09-01,2016-09-01,2,10,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Maine - 2016,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2016-04-01,2016-04-01,2,49,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Virginia - 2009,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2009-01-01,2009-01-01,2,48,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Tennessee - 2017,Etiology: Adenovirus other; Adenovirus; Setting: Hospital; Source: NA,2017-08-01,2017-08-01,2,19,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2017,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2017-11-01,2017-11-01,2,67,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Kansas - 2017,Etiology: Listeria monocytogenes; Setting: Hospital; Source: NA-NA-NA,2017-10-01,2017-10-01,2,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - North Carolina - 2017,Etiology: Norovirus unknown; Setting: NA; Source: NA-NA-NA,2017-12-01,2017-12-01,2,45,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Massachusetts - 2017,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2017-12-01,2017-12-01,2,33,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Michigan - 2017,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2017-11-01,2017-11-01,2,159,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2017,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2017-12-01,2017-12-01,2,37,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2018,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2018-01-01,2018-01-01,2,34,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2015,Etiology: Listeria monocytogenes; Setting: NA; Source: NA-NA-NA,2015-11-01,2015-11-01,2,38,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Mississippi - 2017,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2017-12-01,2017-12-01,2,71,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - New York - 2014,Etiology: Listeria monocytogenes; Setting: Other; Source: NA-NA-NA,2014-06-01,2014-06-01,2,6,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2018,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2018-03-01,2018-03-01,2,67,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Wisconsin - 2018,Etiology: Legionella pneumophila; Setting: Long Term Care Facility; Source: Drinking water-Community,2018-01-01,2018-01-01,2,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
