Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on,Category ID
Recessions - Europe & Central Asia (IDA & IBRD countries),1998,"Year over year change in GDP, 1998",1998-01-01,1998-12-31,-0.0332614552937177,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),1999,"Year over year change in GDP, 1999",1999-01-01,1999-12-31,-0.133138780724266,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2000,"Year over year change in GDP, 2000",2000-01-01,2000-12-31,0.0885015839936857,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2001,"Year over year change in GDP, 2001",2001-01-01,2001-12-31,0.0173394784043998,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2002,"Year over year change in GDP, 2002",2002-01-01,2002-12-31,0.124540240456056,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2003,"Year over year change in GDP, 2003",2003-01-01,2003-12-31,0.22963853816573,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2004,"Year over year change in GDP, 2004",2004-01-01,2004-12-31,0.294306285341372,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2005,"Year over year change in GDP, 2005",2005-01-01,2005-12-31,0.252983258858975,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2006,"Year over year change in GDP, 2006",2006-01-01,2006-12-31,0.209575388403956,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2007,"Year over year change in GDP, 2007",2007-01-01,2007-12-31,0.286145995792623,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2008,"Year over year change in GDP, 2008",2008-01-01,2008-12-31,0.238056957875657,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2009,"Year over year change in GDP, 2009",2009-01-01,2009-12-31,-0.207245376730436,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2010,"Year over year change in GDP, 2010",2010-01-01,2010-12-31,0.174802512229872,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2011,"Year over year change in GDP, 2011",2011-01-01,2011-12-31,0.216138695005346,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2012,"Year over year change in GDP, 2012",2012-01-01,2012-12-31,0.0440475434754743,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2013,"Year over year change in GDP, 2013",2013-01-01,2013-12-31,0.0577592490151976,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2014,"Year over year change in GDP, 2014",2014-01-01,2014-12-31,-0.0552944798442276,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2015,"Year over year change in GDP, 2015",2015-01-01,2015-12-31,-0.218912366676443,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2016,"Year over year change in GDP, 2016",2016-01-01,2016-12-31,-0.0389327945185456,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2017,"Year over year change in GDP, 2017",2017-01-01,2017-12-31,0.121612613202,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2018,"Year over year change in GDP, 2018",2018-01-01,2018-12-31,0.042882828977762,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2019,"Year over year change in GDP, 2019",2019-01-01,2019-12-31,0.0198896360850602,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2020,"Year over year change in GDP, 2020",2020-01-01,2020-12-31,-0.0640506027913889,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),2021,"Year over year change in GDP, 2021",2021-01-01,2021-12-31,0.16924913295655,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia,1967,"Year over year change in GDP, 1967",1967-01-01,1967-12-31,0.0769372123624967,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1968,"Year over year change in GDP, 1968",1968-01-01,1968-12-31,0.0460631986633183,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1969,"Year over year change in GDP, 1969",1969-01-01,1969-12-31,0.106065626977995,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1970,"Year over year change in GDP, 1970",1970-01-01,1970-12-31,0.106174377323586,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1971,"Year over year change in GDP, 1971",1971-01-01,1971-12-31,0.127794553291873,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1972,"Year over year change in GDP, 1972",1972-01-01,1972-12-31,0.198123694268786,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1973,"Year over year change in GDP, 1973",1973-01-01,1973-12-31,0.270148034581562,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1974,"Year over year change in GDP, 1974",1974-01-01,1974-12-31,0.130072879836431,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1975,"Year over year change in GDP, 1975",1975-01-01,1975-12-31,0.168246090144831,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1976,"Year over year change in GDP, 1976",1976-01-01,1976-12-31,0.0393472774190301,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1977,"Year over year change in GDP, 1977",1977-01-01,1977-12-31,0.133385417716362,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1978,"Year over year change in GDP, 1978",1978-01-01,1978-12-31,0.220469721836907,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1979,"Year over year change in GDP, 1979",1979-01-01,1979-12-31,0.223312739663686,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1980,"Year over year change in GDP, 1980",1980-01-01,1980-12-31,0.132690136454859,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1981,"Year over year change in GDP, 1981",1981-01-01,1981-12-31,-0.109989200974057,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1982,"Year over year change in GDP, 1982",1982-01-01,1982-12-31,-0.0363296792850279,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1983,"Year over year change in GDP, 1983",1983-01-01,1983-12-31,-0.0298922284670211,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1984,"Year over year change in GDP, 1984",1984-01-01,1984-12-31,-0.0388632324655022,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1985,"Year over year change in GDP, 1985",1985-01-01,1985-12-31,0.0348562668767329,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1986,"Year over year change in GDP, 1986",1986-01-01,1986-12-31,0.364917860769811,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1987,"Year over year change in GDP, 1987",1987-01-01,1987-12-31,0.235689134168322,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1988,"Year over year change in GDP, 1988",1988-01-01,1988-12-31,0.113123027701825,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1989,"Year over year change in GDP, 1989",1989-01-01,1989-12-31,0.0133357153654557,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1990,"Year over year change in GDP, 1990",1990-01-01,1990-12-31,0.223368890788414,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1991,"Year over year change in GDP, 1991",1991-01-01,1991-12-31,0.0316775983998253,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1992,"Year over year change in GDP, 1992",1992-01-01,1992-12-31,0.0721674508441873,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1993,"Year over year change in GDP, 1993",1993-01-01,1993-12-31,-0.081462351920164,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1994,"Year over year change in GDP, 1994",1994-01-01,1994-12-31,0.0455739624492236,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1995,"Year over year change in GDP, 1995",1995-01-01,1995-12-31,0.154943626138061,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1996,"Year over year change in GDP, 1996",1996-01-01,1996-12-31,0.0206664193495868,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1997,"Year over year change in GDP, 1997",1997-01-01,1997-12-31,-0.0516489016584939,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1998,"Year over year change in GDP, 1998",1998-01-01,1998-12-31,0.0259395913611197,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,1999,"Year over year change in GDP, 1999",1999-01-01,1999-12-31,-0.0109501541967553,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,2000,"Year over year change in GDP, 2000",2000-01-01,2000-12-31,-0.0572830964049942,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,2001,"Year over year change in GDP, 2001",2001-01-01,2001-12-31,0.0100450621295029,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
Recessions - Europe & Central Asia,2002,"Year over year change in GDP, 2002",2002-01-01,2002-12-31,0.0951434651042863,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G26
